Filing_ID,Jurisdiction,Filing_Method,Submission_Date,Return_Complexity,Errors_Flag,Refund_Type,Backlog_Flag,Bank_Deposit_Method,Refund_Amount,Actual_Refund_Days,Return_Complexity_Score,Seasonal_Filing_Indicator,Filing_Day_Of_Week,Refund_Amount_Bucket,Error_Severity_Score
15379,CA,E-File,2025-01-05,High,Yes,Direct Deposit,Yes,Wire,2482,30,3,0,Sunday,Medium,1
15380,Federal,E-File,2025-01-16,High,No,Direct Deposit,Yes,N/A,1836,18,3,0,Thursday,Medium,0
15381,NY,E-File,2025-04-02,Low,Yes,Check,Yes,N/A,2762,21,1,1,Wednesday,Large,1
15382,CA,E-File,2025-03-12,High,Yes,Direct Deposit,Yes,N/A,4650,27,3,1,Wednesday,Large,1
15383,Federal,E-File,2025-04-17,High,Yes,Direct Deposit,Yes,N/A,4894,30,3,1,Thursday,Large,1
15384,NY,Paper,2025-04-11,High,Yes,Direct Deposit,No,N/A,4004,39,3,1,Friday,Large,1
15385,NJ,Paper,2025-02-19,High,Yes,Direct Deposit,No,ACH,315,40,3,1,Wednesday,Small,1
15386,NJ,Paper,2025-01-13,Medium,Yes,Check,Yes,N/A,1523,52,2,0,Monday,Medium,1
15387,CA,Paper,2025-03-13,Medium,Yes,Check,No,N/A,591,55,2,1,Thursday,Small,1
15388,NJ,E-File,2025-03-08,Medium,No,Direct Deposit,Yes,Wire,4478,19,2,1,Saturday,Large,0
15389,NJ,Paper,2025-03-21,High,No,Check,No,N/A,2664,36,3,1,Friday,Large,0
15390,NY,Paper,2025-01-01,High,No,Direct Deposit,No,ACH,1226,44,3,0,Wednesday,Medium,0
15391,Federal,E-File,2025-03-15,Low,No,Check,Yes,N/A,465,14,1,1,Saturday,Small,0
15392,NJ,E-File,2025-04-06,High,No,Direct Deposit,No,ACH,571,7,3,1,Sunday,Small,0
15393,NJ,Paper,2025-03-11,High,Yes,Check,No,N/A,2786,55,3,1,Tuesday,Large,1
15394,NY,E-File,2025-03-10,High,No,Direct Deposit,Yes,N/A,1308,16,3,1,Monday,Medium,0
15395,NY,E-File,2025-03-14,Medium,No,Direct Deposit,No,N/A,1362,12,2,1,Friday,Medium,0
15396,Federal,E-File,2025-04-11,Medium,Yes,Check,No,N/A,762,17,2,1,Friday,Small,1
15397,NJ,Paper,2025-03-03,Low,Yes,Check,No,N/A,4309,47,1,1,Monday,Large,1
15398,Federal,Paper,2025-04-15,Medium,No,Direct Deposit,Yes,N/A,4500,49,2,1,Tuesday,Large,0
15399,NJ,Paper,2025-04-28,Medium,Yes,Check,No,N/A,2449,32,2,1,Monday,Medium,1
15400,CA,Paper,2025-02-25,Medium,No,Check,Yes,N/A,2789,53,2,1,Tuesday,Large,0
15401,NJ,E-File,2025-03-05,High,No,Check,No,N/A,2566,12,3,1,Wednesday,Large,0
15402,CA,E-File,2025-04-14,Medium,Yes,Check,Yes,N/A,2599,23,2,1,Monday,Large,1
15403,NJ,E-File,2025-01-11,High,Yes,Check,Yes,N/A,1849,26,3,0,Saturday,Medium,1
15404,CA,E-File,2025-04-08,Medium,No,Direct Deposit,No,N/A,1731,13,2,1,Tuesday,Medium,0
15405,NY,Paper,2025-03-22,Medium,No,Direct Deposit,No,N/A,1088,36,2,1,Saturday,Medium,0
15406,Federal,Paper,2025-03-11,Low,Yes,Direct Deposit,No,N/A,415,38,1,1,Tuesday,Small,1
15407,NJ,Paper,2025-03-04,Medium,Yes,Direct Deposit,No,N/A,3747,49,2,1,Tuesday,Large,1
15408,CA,E-File,2025-02-02,High,No,Direct Deposit,No,N/A,2034,13,3,1,Sunday,Medium,0
15409,CA,E-File,2025-01-25,Medium,Yes,Direct Deposit,Yes,ACH,4811,29,2,0,Saturday,Large,1
15410,CA,E-File,2025-01-16,High,No,Check,No,N/A,3398,15,3,0,Thursday,Large,0
15411,Federal,Paper,2025-02-18,High,No,Direct Deposit,No,ACH,1486,34,3,1,Tuesday,Medium,0
15412,NY,Paper,2025-03-07,High,Yes,Direct Deposit,Yes,ACH,619,47,3,1,Friday,Small,1
15413,NJ,E-File,2025-02-01,Medium,Yes,Direct Deposit,Yes,N/A,2907,38,2,1,Saturday,Large,1
15414,Federal,Paper,2025-01-16,Low,Yes,Direct Deposit,No,Wire,3086,42,1,0,Thursday,Large,1
15415,Federal,Paper,2025-03-04,Medium,No,Check,Yes,N/A,1567,51,2,1,Tuesday,Medium,0
15416,Federal,Paper,2025-04-01,Low,No,Direct Deposit,Yes,ACH,1244,46,1,1,Tuesday,Medium,0
15417,NJ,Paper,2025-03-30,Medium,No,Direct Deposit,No,N/A,4963,28,2,1,Sunday,Large,0
15418,CA,E-File,2025-02-08,High,No,Check,Yes,N/A,2119,12,3,1,Saturday,Medium,0
15419,CA,Paper,2025-03-29,Low,Yes,Check,Yes,N/A,4520,41,1,1,Saturday,Large,1
15420,Federal,Paper,2025-02-15,High,No,Check,Yes,N/A,4190,35,3,1,Saturday,Large,0
15421,CA,E-File,2025-02-06,Low,Yes,Check,Yes,N/A,1037,30,1,1,Thursday,Medium,1
15422,CA,Paper,2025-02-15,Medium,Yes,Check,No,N/A,2540,54,2,1,Saturday,Large,1
15423,Federal,E-File,2025-01-12,Low,No,Direct Deposit,No,ACH,3031,10,1,0,Sunday,Large,0
15424,NJ,E-File,2025-01-29,Medium,Yes,Direct Deposit,Yes,ACH,2217,33,2,0,Wednesday,Medium,1
15425,NJ,E-File,2025-01-16,High,Yes,Check,No,N/A,4048,28,3,0,Thursday,Large,1
15426,Federal,E-File,2025-04-23,Medium,Yes,Direct Deposit,Yes,Wire,1952,33,2,1,Wednesday,Medium,1
15427,Federal,E-File,2025-01-11,High,Yes,Direct Deposit,Yes,N/A,3379,32,3,0,Saturday,Large,1
15428,NY,E-File,2025-04-07,Medium,No,Direct Deposit,Yes,N/A,3749,13,2,1,Monday,Large,0
15429,CA,Paper,2025-01-25,High,No,Direct Deposit,No,N/A,3950,35,3,0,Saturday,Large,0
15430,Federal,Paper,2025-04-12,Low,No,Check,Yes,N/A,3767,34,1,1,Saturday,Large,0
15431,Federal,E-File,2025-01-20,Medium,No,Direct Deposit,No,N/A,1672,8,2,0,Monday,Medium,0
15432,NJ,Paper,2025-03-08,High,Yes,Check,Yes,N/A,3907,58,3,1,Saturday,Large,1
15433,CA,E-File,2025-02-10,Low,No,Check,No,N/A,2361,12,1,1,Monday,Medium,0
15434,CA,E-File,2025-03-15,Medium,Yes,Direct Deposit,No,N/A,2615,15,2,1,Saturday,Large,1
15435,NY,Paper,2025-03-27,Medium,No,Check,Yes,N/A,2829,47,2,1,Thursday,Large,0
15436,Federal,Paper,2025-02-01,Low,No,Check,Yes,N/A,4584,41,1,1,Saturday,Large,0
15437,CA,E-File,2025-03-22,Low,No,Check,Yes,N/A,4800,21,1,1,Saturday,Large,0
15438,Federal,E-File,2025-02-14,Medium,Yes,Direct Deposit,Yes,ACH,2932,31,2,1,Friday,Large,1
15439,NY,E-File,2025-01-20,High,No,Check,Yes,N/A,612,17,3,0,Monday,Small,0
15440,NJ,Paper,2025-01-08,Medium,Yes,Check,Yes,N/A,988,57,2,0,Wednesday,Small,1
15441,NY,Paper,2025-02-15,High,No,Check,No,N/A,4228,38,3,1,Saturday,Large,0
15442,NJ,Paper,2025-02-15,Medium,No,Check,No,N/A,3509,42,2,1,Saturday,Large,0
15443,NJ,E-File,2025-03-29,Medium,Yes,Direct Deposit,No,N/A,4681,18,2,1,Saturday,Large,1
15444,NY,Paper,2025-04-24,Low,No,Direct Deposit,Yes,Wire,1960,50,1,1,Thursday,Medium,0
15445,NY,E-File,2025-01-22,Low,Yes,Check,No,N/A,833,19,1,0,Wednesday,Small,1
15446,NJ,E-File,2025-02-28,Medium,Yes,Check,Yes,N/A,3210,19,2,1,Friday,Large,1
15447,Federal,Paper,2025-01-26,Medium,No,Direct Deposit,Yes,N/A,1115,33,2,0,Sunday,Medium,0
15448,Federal,Paper,2025-02-04,High,No,Check,Yes,N/A,4670,36,3,1,Tuesday,Large,0
15449,NY,Paper,2025-04-05,High,Yes,Direct Deposit,No,Wire,2100,48,3,1,Saturday,Medium,1
15450,Federal,E-File,2025-04-23,Medium,No,Check,Yes,N/A,2904,15,2,1,Wednesday,Large,0
15451,Federal,E-File,2025-04-07,Low,No,Direct Deposit,Yes,ACH,3240,24,1,1,Monday,Large,0
15452,CA,Paper,2025-04-07,High,No,Direct Deposit,No,N/A,3432,44,3,1,Monday,Large,0
15453,NJ,E-File,2025-01-29,High,Yes,Check,Yes,N/A,4140,34,3,0,Wednesday,Large,1
15454,NJ,Paper,2025-04-15,High,No,Check,No,N/A,1428,43,3,1,Tuesday,Medium,0
15455,CA,E-File,2025-01-21,Low,No,Direct Deposit,No,ACH,4590,9,1,0,Tuesday,Large,0
15456,CA,E-File,2025-04-08,Medium,No,Direct Deposit,Yes,N/A,3923,16,2,1,Tuesday,Large,0
15457,NJ,E-File,2025-03-17,Low,Yes,Direct Deposit,Yes,Wire,3169,28,1,1,Monday,Large,1
15458,CA,Paper,2025-03-30,Medium,No,Check,No,N/A,3856,41,2,1,Sunday,Large,0
15459,NJ,Paper,2025-03-30,Medium,No,Direct Deposit,No,ACH,3968,29,2,1,Sunday,Large,0
15460,Federal,E-File,2025-01-28,High,Yes,Check,No,N/A,4885,22,3,0,Tuesday,Large,1
15461,NY,Paper,2025-01-18,High,Yes,Direct Deposit,Yes,N/A,4838,52,3,0,Saturday,Large,1
15462,Federal,E-File,2025-01-27,Medium,No,Direct Deposit,Yes,N/A,1046,15,2,0,Monday,Medium,0
15463,CA,E-File,2025-01-04,High,No,Check,Yes,N/A,2005,16,3,0,Saturday,Medium,0
15464,NY,E-File,2025-03-18,High,Yes,Direct Deposit,Yes,Wire,3759,31,3,1,Tuesday,Large,1
15465,NJ,Paper,2025-04-23,High,Yes,Check,No,N/A,338,31,3,1,Wednesday,Small,1
15466,Federal,E-File,2025-02-22,Low,Yes,Check,Yes,N/A,3981,21,1,1,Saturday,Large,1
15467,NY,Paper,2025-01-06,High,No,Check,No,N/A,459,25,3,0,Monday,Small,0
15468,NY,E-File,2025-01-27,High,No,Direct Deposit,No,N/A,912,12,3,0,Monday,Small,0
15469,Federal,E-File,2025-04-28,Low,No,Check,No,N/A,2195,10,1,1,Monday,Medium,0
15470,NY,E-File,2025-02-01,Low,No,Direct Deposit,No,ACH,2616,14,1,1,Saturday,Large,0
15471,NY,Paper,2025-03-25,Low,Yes,Direct Deposit,No,N/A,1155,49,1,1,Tuesday,Medium,1
15472,Federal,Paper,2025-04-23,High,Yes,Check,Yes,N/A,3710,55,3,1,Wednesday,Large,1
15473,Federal,Paper,2025-03-04,Medium,Yes,Direct Deposit,No,N/A,743,46,2,1,Tuesday,Small,1
15474,NJ,Paper,2025-02-21,Low,No,Direct Deposit,Yes,Wire,4011,38,1,1,Friday,Large,0
15475,Federal,Paper,2025-01-25,High,No,Check,Yes,N/A,531,48,3,0,Saturday,Small,0
15476,Federal,E-File,2025-03-03,High,No,Direct Deposit,Yes,N/A,4641,19,3,1,Monday,Large,0
15477,NY,E-File,2025-03-29,Medium,No,Check,No,N/A,1377,15,2,1,Saturday,Medium,0
15478,Federal,E-File,2025-01-31,Low,No,Direct Deposit,No,N/A,4632,8,1,0,Friday,Large,0
15479,NJ,E-File,2025-03-27,Low,No,Direct Deposit,No,ACH,2419,11,1,1,Thursday,Medium,0
15480,NY,E-File,2025-02-23,High,Yes,Check,Yes,N/A,2313,31,3,1,Sunday,Medium,1
15481,NY,E-File,2025-03-04,Low,Yes,Direct Deposit,Yes,ACH,3391,27,1,1,Tuesday,Large,1
15482,CA,Paper,2025-03-27,High,Yes,Direct Deposit,No,Wire,4361,39,3,1,Thursday,Large,1
15483,CA,Paper,2025-03-17,High,Yes,Check,Yes,N/A,358,43,3,1,Monday,Small,1
15484,Federal,Paper,2025-03-27,High,Yes,Check,No,N/A,4573,57,3,1,Thursday,Large,1
15485,NY,Paper,2025-04-29,Low,No,Direct Deposit,No,N/A,2271,35,1,1,Tuesday,Medium,0
15486,NJ,Paper,2025-02-02,Low,No,Direct Deposit,Yes,ACH,512,45,1,1,Sunday,Small,0
15487,CA,E-File,2025-01-23,Medium,No,Check,No,N/A,3035,12,2,0,Thursday,Large,0
15488,Federal,E-File,2025-02-22,High,Yes,Check,No,N/A,4852,17,3,1,Saturday,Large,1
15489,NJ,E-File,2025-02-17,Low,Yes,Direct Deposit,Yes,N/A,4015,35,1,1,Monday,Large,1
15490,CA,Paper,2025-02-03,High,No,Check,Yes,N/A,2052,43,3,1,Monday,Medium,0
15491,NJ,E-File,2025-02-28,Medium,Yes,Check,Yes,N/A,3807,33,2,1,Friday,Large,1
15492,NY,Paper,2025-03-04,Low,Yes,Direct Deposit,Yes,Wire,1507,46,1,1,Tuesday,Medium,1
15493,Federal,Paper,2025-04-03,Medium,Yes,Check,Yes,N/A,1310,46,2,1,Thursday,Medium,1
15494,CA,E-File,2025-01-11,Medium,No,Direct Deposit,No,N/A,4180,14,2,0,Saturday,Large,0
15495,NJ,Paper,2025-01-02,Low,Yes,Direct Deposit,No,N/A,3898,39,1,0,Thursday,Large,1
15496,Federal,Paper,2025-01-04,Medium,No,Direct Deposit,No,Wire,2927,27,2,0,Saturday,Large,0
15497,Federal,E-File,2025-03-31,Medium,No,Check,No,N/A,1560,9,2,1,Monday,Medium,0
15498,CA,Paper,2025-04-04,Medium,Yes,Direct Deposit,Yes,ACH,3194,53,2,1,Friday,Large,1
15499,NY,E-File,2025-04-04,Low,Yes,Direct Deposit,No,ACH,648,24,1,1,Friday,Small,1
15500,NJ,E-File,2025-02-06,Medium,No,Direct Deposit,Yes,N/A,599,14,2,1,Thursday,Small,0
15501,NY,Paper,2025-01-31,Medium,Yes,Check,Yes,N/A,3857,52,2,0,Friday,Large,1
15502,NY,E-File,2025-03-01,Medium,No,Direct Deposit,No,N/A,2423,12,2,1,Saturday,Medium,0
15503,NJ,E-File,2025-03-10,High,No,Check,No,N/A,2961,11,3,1,Monday,Large,0
15504,Federal,E-File,2025-04-22,Medium,Yes,Direct Deposit,No,N/A,4178,27,2,1,Tuesday,Large,1
15505,CA,E-File,2025-04-21,Low,No,Check,Yes,N/A,3206,20,1,1,Monday,Large,0
15506,Federal,E-File,2025-02-06,Low,Yes,Direct Deposit,No,N/A,2243,21,1,1,Thursday,Medium,1
15507,NJ,E-File,2025-03-28,High,No,Direct Deposit,Yes,Wire,1907,23,3,1,Friday,Medium,0
15508,Federal,Paper,2025-03-20,Low,Yes,Direct Deposit,No,ACH,2867,43,1,1,Thursday,Large,1
15509,CA,Paper,2025-03-20,Low,Yes,Check,No,N/A,2114,58,1,1,Thursday,Medium,1
15510,Federal,E-File,2025-02-16,Medium,No,Check,No,N/A,4474,7,2,1,Sunday,Large,0
15511,CA,E-File,2025-03-17,Low,No,Direct Deposit,Yes,Wire,876,23,1,1,Monday,Small,0
15512,NJ,Paper,2025-02-25,Low,No,Check,Yes,N/A,915,52,1,1,Tuesday,Small,0
15513,CA,Paper,2025-01-17,Low,Yes,Direct Deposit,Yes,Wire,4192,46,1,0,Friday,Large,1
15514,NY,E-File,2025-04-09,Medium,No,Direct Deposit,No,ACH,2166,14,2,1,Wednesday,Medium,0
15515,CA,Paper,2025-02-26,Low,No,Check,No,N/A,4801,34,1,1,Wednesday,Large,0
15516,NJ,Paper,2025-02-03,Low,No,Check,No,N/A,2183,41,1,1,Monday,Medium,0
15517,CA,E-File,2025-04-09,Low,No,Direct Deposit,Yes,Wire,2527,22,1,1,Wednesday,Large,0
15518,NJ,Paper,2025-03-25,Low,No,Direct Deposit,No,ACH,4390,37,1,1,Tuesday,Large,0
15519,NY,Paper,2025-04-10,High,Yes,Direct Deposit,Yes,ACH,1762,55,3,1,Thursday,Medium,1
15520,NY,Paper,2025-04-25,Medium,No,Direct Deposit,Yes,ACH,1682,33,2,1,Friday,Medium,0
15521,NJ,E-File,2025-01-03,Medium,No,Check,No,N/A,2338,15,2,0,Friday,Medium,0
15522,CA,Paper,2025-01-16,High,No,Check,No,N/A,1710,26,3,0,Thursday,Medium,0
15523,Federal,E-File,2025-03-25,Low,Yes,Check,Yes,N/A,4926,35,1,1,Tuesday,Large,1
15524,NJ,E-File,2025-02-15,Medium,No,Check,Yes,N/A,810,18,2,1,Saturday,Small,0
15525,NY,E-File,2025-04-07,Medium,No,Direct Deposit,Yes,N/A,3319,18,2,1,Monday,Large,0
15526,CA,Paper,2025-04-03,High,Yes,Check,Yes,N/A,1411,61,3,1,Thursday,Medium,1
15527,NJ,E-File,2025-04-07,Low,Yes,Check,Yes,N/A,1421,28,1,1,Monday,Medium,1
15528,NJ,E-File,2025-04-24,Low,Yes,Check,No,N/A,3144,22,1,1,Thursday,Large,1
15529,CA,E-File,2025-02-23,Low,No,Check,No,N/A,596,13,1,1,Sunday,Small,0
15530,NJ,Paper,2025-01-10,High,No,Direct Deposit,Yes,Wire,2830,47,3,0,Friday,Large,0
15531,NY,Paper,2025-02-02,High,Yes,Direct Deposit,Yes,Wire,4349,52,3,1,Sunday,Large,1
15532,NJ,Paper,2025-04-13,Medium,Yes,Check,Yes,N/A,1399,45,2,1,Sunday,Medium,1
15533,CA,E-File,2025-04-14,High,Yes,Check,No,N/A,1516,29,3,1,Monday,Medium,1
15534,Federal,Paper,2025-02-09,High,No,Check,No,N/A,975,30,3,1,Sunday,Small,0
15535,NY,E-File,2025-03-15,Medium,Yes,Check,No,N/A,3394,29,2,1,Saturday,Large,1
15536,NY,E-File,2025-02-23,Low,Yes,Check,Yes,N/A,1118,22,1,1,Sunday,Medium,1
15537,Federal,Paper,2025-01-07,Low,Yes,Direct Deposit,Yes,Wire,3630,59,1,0,Tuesday,Large,1
15538,CA,Paper,2025-03-30,Medium,No,Direct Deposit,No,ACH,2940,32,2,1,Sunday,Large,0
15539,CA,Paper,2025-03-17,Low,Yes,Check,Yes,N/A,565,50,1,1,Monday,Small,1
15540,NY,E-File,2025-03-25,Medium,No,Check,Yes,N/A,3988,23,2,1,Tuesday,Large,0
15541,Federal,E-File,2025-02-24,Medium,No,Check,Yes,N/A,2391,21,2,1,Monday,Medium,0
15542,NY,Paper,2025-01-28,High,Yes,Direct Deposit,No,ACH,3443,51,3,0,Tuesday,Large,1
15543,Federal,E-File,2025-02-05,Medium,Yes,Check,No,N/A,1826,29,2,1,Wednesday,Medium,1
15544,NJ,E-File,2025-03-15,High,Yes,Direct Deposit,Yes,Wire,2922,34,3,1,Saturday,Large,1
15545,NJ,E-File,2025-01-27,High,Yes,Direct Deposit,No,ACH,893,19,3,0,Monday,Small,1
15546,Federal,E-File,2025-01-03,High,Yes,Direct Deposit,Yes,N/A,870,27,3,0,Friday,Small,1
15547,NJ,E-File,2025-02-17,Medium,No,Direct Deposit,No,ACH,1464,10,2,1,Monday,Medium,0
15548,Federal,Paper,2025-04-12,Medium,Yes,Direct Deposit,No,ACH,4470,55,2,1,Saturday,Large,1
15549,Federal,Paper,2025-02-06,Low,Yes,Direct Deposit,No,Wire,1741,37,1,1,Thursday,Medium,1
15550,CA,Paper,2025-03-15,Medium,No,Check,Yes,N/A,2884,55,2,1,Saturday,Large,0
15551,NJ,E-File,2025-04-08,Medium,No,Check,No,N/A,2963,8,2,1,Tuesday,Large,0
15552,NJ,E-File,2025-02-19,Low,No,Direct Deposit,No,N/A,1855,11,1,1,Wednesday,Medium,0
15553,Federal,Paper,2025-01-17,Medium,No,Direct Deposit,No,ACH,3218,43,2,0,Friday,Large,0
15554,NY,Paper,2025-02-02,Low,No,Direct Deposit,Yes,Wire,1435,36,1,1,Sunday,Medium,0
15555,NJ,Paper,2025-03-05,High,No,Check,Yes,N/A,2553,43,3,1,Wednesday,Large,0
15556,NJ,E-File,2025-03-11,High,No,Check,No,N/A,979,8,3,1,Tuesday,Small,0
15557,NY,Paper,2025-03-07,Low,Yes,Check,Yes,N/A,1319,56,1,1,Friday,Medium,1
15558,Federal,E-File,2025-02-03,High,Yes,Direct Deposit,Yes,Wire,589,32,3,1,Monday,Small,1
15559,CA,E-File,2025-03-03,Low,Yes,Check,Yes,N/A,818,26,1,1,Monday,Small,1
15560,CA,Paper,2025-01-29,High,No,Check,No,N/A,1307,30,3,0,Wednesday,Medium,0
15561,Federal,Paper,2025-04-07,High,Yes,Check,Yes,N/A,2417,57,3,1,Monday,Medium,1
15562,CA,Paper,2025-01-24,Medium,No,Direct Deposit,No,Wire,4083,28,2,0,Friday,Large,0
15563,NJ,E-File,2025-02-18,Medium,Yes,Direct Deposit,Yes,ACH,2002,23,2,1,Tuesday,Medium,1
15564,NJ,E-File,2025-03-17,Medium,No,Direct Deposit,Yes,N/A,3527,17,2,1,Monday,Large,0
15565,CA,E-File,2025-04-04,High,No,Check,Yes,N/A,1039,21,3,1,Friday,Medium,0
15566,Federal,E-File,2025-04-06,High,Yes,Direct Deposit,Yes,ACH,1512,33,3,1,Sunday,Medium,1
15567,Federal,Paper,2025-02-07,Low,No,Check,Yes,N/A,4164,31,1,1,Friday,Large,0
15568,Federal,E-File,2025-01-03,High,No,Direct Deposit,Yes,ACH,4409,18,3,0,Friday,Large,0
15569,NJ,E-File,2025-04-05,Low,Yes,Direct Deposit,No,N/A,2532,20,1,1,Saturday,Large,1
15570,NY,E-File,2025-03-31,Medium,No,Direct Deposit,Yes,N/A,3923,17,2,1,Monday,Large,0
15571,CA,E-File,2025-02-06,Medium,Yes,Check,Yes,N/A,3185,22,2,1,Thursday,Large,1
15572,CA,E-File,2025-02-26,High,No,Direct Deposit,Yes,N/A,1134,18,3,1,Wednesday,Medium,0
15573,NJ,E-File,2025-01-28,Low,Yes,Direct Deposit,Yes,ACH,835,30,1,0,Tuesday,Small,1
15574,NY,Paper,2025-02-24,Low,No,Direct Deposit,Yes,N/A,3590,46,1,1,Monday,Large,0
15575,NY,E-File,2025-01-20,Low,No,Direct Deposit,Yes,Wire,986,19,1,0,Monday,Small,0
15576,Federal,Paper,2025-03-28,Medium,Yes,Check,No,N/A,2400,47,2,1,Friday,Medium,1
15577,NJ,E-File,2025-02-14,Low,No,Check,No,N/A,3107,10,1,1,Friday,Large,0
15578,NY,Paper,2025-04-30,High,Yes,Check,No,N/A,4693,43,3,1,Wednesday,Large,1
15579,CA,Paper,2025-01-10,High,No,Check,No,N/A,3015,25,3,0,Friday,Large,0
15580,NY,E-File,2025-03-30,Medium,Yes,Direct Deposit,No,N/A,1801,19,2,1,Sunday,Medium,1
15581,Federal,Paper,2025-02-15,Low,No,Check,Yes,N/A,3386,37,1,1,Saturday,Large,0
15582,CA,E-File,2025-04-28,Medium,No,Check,No,N/A,832,12,2,1,Monday,Small,0
15583,CA,E-File,2025-01-12,High,Yes,Check,Yes,N/A,866,29,3,0,Sunday,Small,1
15584,NJ,Paper,2025-04-20,Low,No,Direct Deposit,Yes,N/A,980,44,1,1,Sunday,Small,0
15585,Federal,E-File,2025-03-05,Low,No,Direct Deposit,Yes,Wire,4549,19,1,1,Wednesday,Large,0
15586,NJ,Paper,2025-01-24,Medium,Yes,Direct Deposit,Yes,Wire,4777,54,2,0,Friday,Large,1
15587,CA,E-File,2025-03-24,High,No,Direct Deposit,Yes,ACH,4085,20,3,1,Monday,Large,0
15588,NJ,Paper,2025-03-22,High,No,Direct Deposit,No,Wire,1813,25,3,1,Saturday,Medium,0
15589,NJ,E-File,2025-03-20,High,Yes,Check,Yes,N/A,1349,31,3,1,Thursday,Medium,1
15590,NJ,Paper,2025-04-08,Medium,No,Direct Deposit,No,Wire,3074,41,2,1,Tuesday,Large,0
15591,Federal,E-File,2025-02-12,Low,Yes,Check,No,N/A,3336,20,1,1,Wednesday,Large,1
15592,NJ,Paper,2025-03-01,Low,Yes,Check,Yes,N/A,2632,61,1,1,Saturday,Large,1
15593,CA,E-File,2025-02-09,High,Yes,Direct Deposit,Yes,ACH,310,29,3,1,Sunday,Small,1
15594,CA,E-File,2025-04-12,Medium,No,Direct Deposit,No,Wire,3004,15,2,1,Saturday,Large,0
15595,NY,E-File,2025-04-14,Medium,No,Check,No,N/A,1446,8,2,1,Monday,Medium,0
15596,NJ,Paper,2025-01-27,Medium,No,Direct Deposit,No,N/A,2533,43,2,0,Monday,Large,0
15597,NJ,Paper,2025-01-08,Low,No,Direct Deposit,No,Wire,2883,30,1,0,Wednesday,Large,0
15598,NJ,E-File,2025-04-18,Low,Yes,Direct Deposit,No,N/A,487,26,1,1,Friday,Small,1
15599,Federal,E-File,2025-01-24,Medium,Yes,Direct Deposit,No,Wire,1201,17,2,0,Friday,Medium,1
15600,NJ,Paper,2025-01-23,Medium,No,Direct Deposit,Yes,ACH,3401,54,2,0,Thursday,Large,0
15601,Federal,E-File,2025-02-16,High,Yes,Direct Deposit,Yes,Wire,3197,31,3,1,Sunday,Large,1
15602,CA,E-File,2025-02-24,Low,No,Check,Yes,N/A,1163,17,1,1,Monday,Medium,0
15603,Federal,E-File,2025-03-22,High,No,Direct Deposit,Yes,N/A,3733,16,3,1,Saturday,Large,0
15604,NY,Paper,2025-04-05,High,No,Direct Deposit,No,N/A,1190,37,3,1,Saturday,Medium,0
15605,NJ,E-File,2025-02-18,High,No,Check,Yes,N/A,1135,18,3,1,Tuesday,Medium,0
15606,Federal,Paper,2025-04-02,High,Yes,Check,Yes,N/A,2849,45,3,1,Wednesday,Large,1
15607,CA,Paper,2025-03-07,Low,Yes,Direct Deposit,Yes,N/A,4786,58,1,1,Friday,Large,1
15608,CA,E-File,2025-01-03,Medium,No,Check,No,N/A,1218,9,2,0,Friday,Medium,0
15609,NJ,E-File,2025-04-25,Medium,No,Direct Deposit,Yes,Wire,2603,20,2,1,Friday,Large,0
15610,NY,Paper,2025-04-12,Medium,No,Direct Deposit,No,ACH,3069,27,2,1,Saturday,Large,0
15611,Federal,E-File,2025-03-22,Medium,Yes,Check,No,N/A,3459,21,2,1,Saturday,Large,1
15612,CA,E-File,2025-02-03,Low,Yes,Direct Deposit,No,Wire,4130,23,1,1,Monday,Large,1
15613,NY,Paper,2025-01-04,High,Yes,Check,No,N/A,4917,40,3,0,Saturday,Large,1
15614,CA,Paper,2025-01-11,Medium,No,Direct Deposit,No,N/A,1713,27,2,0,Saturday,Medium,0
15615,CA,Paper,2025-02-09,Medium,No,Direct Deposit,No,N/A,3132,32,2,1,Sunday,Large,0
15616,CA,E-File,2025-03-02,High,Yes,Check,No,N/A,4184,23,3,1,Sunday,Large,1
15617,CA,E-File,2025-02-22,Medium,Yes,Direct Deposit,Yes,Wire,643,29,2,1,Saturday,Small,1
15618,CA,E-File,2025-03-27,Low,No,Check,No,N/A,1951,11,1,1,Thursday,Medium,0
15619,NJ,E-File,2025-03-29,Low,Yes,Check,Yes,N/A,3640,35,1,1,Saturday,Large,1
15620,NY,E-File,2025-02-04,Medium,No,Direct Deposit,No,ACH,1659,13,2,1,Tuesday,Medium,0
15621,NJ,E-File,2025-03-18,Low,Yes,Check,No,N/A,1268,21,1,1,Tuesday,Medium,1
15622,NJ,Paper,2025-03-23,Low,Yes,Check,No,N/A,3977,59,1,1,Sunday,Large,1
15623,CA,Paper,2025-01-15,High,No,Direct Deposit,No,N/A,4909,39,3,0,Wednesday,Large,0
15624,NY,Paper,2025-02-12,High,Yes,Direct Deposit,Yes,N/A,4634,57,3,1,Wednesday,Large,1
15625,CA,E-File,2025-02-28,High,No,Direct Deposit,No,Wire,3665,14,3,1,Friday,Large,0
15626,Federal,E-File,2025-03-24,Medium,Yes,Check,No,N/A,2564,22,2,1,Monday,Large,1
15627,CA,Paper,2025-01-28,High,Yes,Check,No,N/A,1601,50,3,0,Tuesday,Medium,1
15628,NJ,E-File,2025-01-25,Low,No,Check,Yes,N/A,3571,16,1,0,Saturday,Large,0
